er254c: -|-|-|-|
Horizonte: A11|A12|IIB21t|IIB22t|IIB3ca
Profundidad 				(cm): 4-15|22-33|42-56|69-80|92-116
Mat.orgÃ¡nica 				(%): 5,02|3,53|1,24|0,76|0,60
C 				(%): 2,92|2,05|0,72|0,44|0,35
N 				(%): 0,67|0,63|0,58|0,47|0,36
C/N: 4,0|3,0|1,24|0,94|0,97
: -|-|-|-|
CO3Ca 				(%): 0,0|0,0|0,0|0,0|0,0
% 				SaturaciÃ³n de Agua: 40,8|38,7|59,9|61,6|57,7
Equivalente 				de Humedad (%): 17,3|17,4|27,6|30,7|28,3
pH 				en pasta: 5,3|5,3|6,2|7,1|7,3
pH 				en agua (1:2,5): 5,3|5,7|6,2|6,8|7,4
pH 				en ClK (1:2,5): 4,5|4,4|4,3|4,2|5,8
Conductividad 				(mmhos/cm): -|-|-|-|-
Sales 				solubles grs (%): -|-|-|-|-
Resistencia 				en pasta: 1162|1278|697|581|581
Mg 				++: 1,4|1,4|0,4|1,8|2,0
Na 				++: 0,3|0,4|0,1|0,4|0,4
K 				++: 0,3|0,2|0,2|0,4|0,4
Valor 				S (m.e./ 100 gr): 12,0|14,0|20,7|23,8|22,5
H 				de cambio (m.e. / 100 gr): 1,1|1,1|1,1|1,1|1,1
Valor 				T (m.e. / 100 gr): 13,3|15,5|22,1|24,5|23,8
% 				de 				saturaciÃ³n de T: 90,2|90,2|90,2|96,9|94,5
% 				de saturaciÃ³n de S + H: -|-|-|-|-
% 				Na / T: 2,3|2,6|0,5|1,6|1,7
