er284c: -|-|-|-|
NÂº 				de registro: 3743|3744|3745|3746|3747
Horizonte: A1|B21t|B22t|B3ca|Cca
Profundidad 				(cm): 05-12|20-40|50-60|80-100|110-130
Mat.orgÃ¡nica 				(%): 5.14|1.50|1.87|0.83|0.45
N 				(%): 0.20|0.09|0.10|0.04|0.10
C/N: 15|10|11|11|9
T 				                             <2 Âµ: 25.85|49.50|46.35|47.20|41.70
E 				                          2-20 Âµ: 35.30|25.90|28.60|29.90|30.30
X 				                         2-50 Âµ: 71.35|48.50|51.66|51.80|56.90
T 				                      50-100 Âµ: 0.63|0.44|0.51|0.33|0.26
U          				          100-250 Âµ: 2.13|1.53|1.46|1.10|0.00
R 				                   250-500 				Âµ: 0.04|0.03|0.02|0.05|0.05
A 				                 500-1000 Âµ: 0.00|0.00|0.00|0.00|0.00
CO3Ca 				(%): 0.0|0.0|0.0|3.7|5.1
pH 				H2O: 5.5|6.2|6.6|7.4|7.5
pH 				ClK: 4.6|5.4|5.7|6.8|6.9
Capacidad 				de intercambio catiÃ³nico 				(m.e./100 g) = Valor 				T: 29.70|45.30|46.40|0.00|0.00
Equivalente 				de humedad (%): 22.73|30.45|30.93|27.70|26.15
P 				asimilable (ppm): 5.00|4.00|3.00|3.00|2.00
