valor_t: -|-|3552|3180|3787|4031|3942|3500|3480
: -|-|-|-|-|-|-|-|
: d|Ca++|29.42|22.31|31.92|34.62|33.08|29.56|27.63
C: e|-|-|-|-|-|-|-|
a: -|Mg++|1.17|1.76|1.23|1.58|2.42|2.11|2.64
t: c|-|-|-|-|-|-|-|
i: a|K+|1.46|1.07|0.92|0.89|0.85|0.86|0.87
o: m|-|-|-|-|-|-|-|
n: b|Na+|1.14|0.70|1.16|2.32|2.53|2.37|2.45
e: i|-|-|-|-|-|-|-|
s: o|H+|-|-|-|-|-|-|-
% 			Na/T: -|-|3.21|2.20|3.06|5.08|6.42|6.77|7.04
