er1116c: -|-|-|-|-|-|
NÂ° de registro: 6848|6849|6850|6851|6852|6853|6854
Horizonte: A11|A12|B21t|B22t|B23|B31|B32
Profundidad (cm: 02-18|23-40|48-60|70-85|95-108|110-120|130-145
Mat.orgÃ¡nica (%): 4.27|2.77|1.74|1.31|0.89|0.76|0.45
N (%): 0.216|0.114|0.074|0.053|0.039|0.031|0.020
C/N: 11|14|14|14|14|14|13
T       				                  <2 Âµ: 28.97|27.64|37.11|44.26|40.01|37.17|37.50
E                      				2-20 Âµ: 42.40|42.75|41.00|30.22|34.71|36.15|36.70
X                      				2-50 Âµ: 66.69|66.84|59.04|52.32|55.77|57.94|57.29
T                  50-100 				Âµ: 0.72|0.84|0.78|0.62|0.62|0.82|1.11
U 				               100-500 Âµ: 3.50|4.30|2.88|2.61|3.42|3.85|3.92
R              500-1000 Âµ: 0.12|0.38|0.19|0.19|0.18|o.22|0.20
A            1000-2000 Âµ: -|-|-|-|-|-|-
CO3Ca (%): 0.0|0.0|0.0|0.0|0.2.3|0.26|0.0
pH H2O: 6.0|6.5|6.7|6.8|7.4|7.7|8.0
pH ClK: 5,1|5.0|5.2|5.5|6.3|6.5|6.7
C.E. (mmhos/cm): 0.308|0.442|0.426|0.402|0.542|0.589|0.608
Capacidad de intercambio 				catiÃ³nico (m.e./100 g) =  Valor T: 26.69|25.20|34.40|44.00|38.00|35.80|34.00
Equivalente de humedad (%): 31.73|29.32|40.70|46.04|40.68|38.79|39.57
FÃ³sforo asimilable (ppm): 5.6|3.6|2.3|1.8|2.1|2.1|1.9
