er7131c: -|-|-|-|-|-|
NÂ° 				de registro: 4142|4143|4144|4145|4146|4147|4148
Horizonte: A1|B21t|B22t|B23t|B31ca|B32ca|Cca
Profundidad 				(cm): 07-15|20-30|44-60|70-80|95-105|105-115|+147
Mat.orgÃ¡nica 				(%): 4.21|2.81|2.11|1.61|0.91|0.49|0.07
N 				(%): 0.203|0.136|0.096|0.063|0.034|0.025|-
C/N: 12|12|13|15|16|11|-
T 				                        <2 Âµ: 38.74|48.87|48.67|47.21|45.71|45.01|46.00
E 				                     2-20 Âµ: 28.94|23.86|22.43|24.19|29.98|30.15|28.81
X 				                     2-50 Âµ: 53.10|44.16|43.20|46.22|48.76|50.44|51.65
T 				                 50-100 Âµ: 0.76|0.40|0.60|0.80|0.67|0.62|0.61
U 				               100-500 Âµ: 7.24|6.41|7.33|5.64|4.63|3.74|1.67
R 				             500-1000 Âµ: 0.16|0.16|0.20|0.13|0.21|0.16|0.07
A 				           1000-2000 Âµ: -|-|-|-|0.02|0.03|-
CO3Ca 				(%): -|-|-|-|10.30|10.17|3.54
pH 				H2O: 6.0|6.4|7.0|7.8|8.5|8.6|8.3
pH 				ClK: 4.92|5.10|5.6|6.3|7.1|7.2|6.9
Conducvtividad 				electrica mmhos/cm Capacidad 				de intercambio catiÃ³nico (m.e./100 g) =  Valor 				T: 0.212     35.28|0.139     41.43|0.154     44.32|0.189     43.00|0.485     41.17|0.493     41.80|0.485     39.77
% 				Na/T: 0.99|1.21|2.41|6.51|6.19|6.10|5.78
Equivalente 				de  humedad  (%): 35.75|48.88|50.69|49.44|46.99|46.16|48.21
FÃ³sforo 				asimilable ppm: 9.41|6.94|4.0|3.71|3.52|3.30|3.10
