er1137c: -|-|-|-|-|
: -|-|-|-|-|-
NÂ° 					de registro: 11057|11058|11059|11060|11061|11062
Horizonte: A11|A12|B21t|B22t|B3ca|C
Profundidad 					(cm): 04-10|14-20|25-50|60-90|96-110|125-135
Mat.orgÃ¡nica 					(%): 3.75|3.25|1.82|1.38|0.07|0.07
C 					(%): 2.18|1.89|1.06|0.80|0.04|0.04
N 					(%): 0.195|0.143|0.108|0.078|0.036|0.029
C/N: 11.18|13.22|9.81|10.26|1.11|1.38
T 					                          <2 Âµ: 26.54|28.06|45.48|46.68|44.80|40.24
E 					                       2-20 Âµ: 36.46|36.10|28.08|29.69|28.00|27.35
X 					                      2-50 Âµ: 67.46|65.64|49.72|49.59|53.37|57.53
T 					                   50-100 Âµ: 1.34|1.44|1.02|0.84|0.36|0.29
U 					                100-250 Âµ: 4.61|4.80|3.71|2.84|1.42|1.91
R 					                250-500 Âµ: -|-|-|-|-|-
A 					              500-1000 Âµ: 0.05|0.06|0.07|0.05|0.05|0.03
CO3Ca 					(%): 0.0|0.0|0.0|0.0|3.19|0.0
PH 					H2O: 5.9|6.5|7.1|7.7|8.4|7.5
PH 					ClK: 5.3|5.3|5.7|6.2|7.1|6.2
Conductividad 					elÃ©ctrica mmhos/cm: 0,21|0,14|0,21|0,29|0,43|0,24
Capacidad 					de intercambio catiÃ³nico (m.e./100 g) = Valor 					T: 27.18|28.48|44.80|45.33|43.10|39.68
%Na/T: 0.013|0.013|0.010|0.042|0.025|0.033
Equivalente 					de  humedad  (%): 28.78|28.88|47.42|48.51|44.25|40.01
P 					disponible  (ppm): 7.50|6.90|4.60|4.10|3.50|3.10
