er187c: -|-|-|-|
NÂ° 				de registro: 7221|7222|7223|7224|7225
Horizonte: A11|A12|B21t|B22t|IIB3
Profundidad 				(cm: 03-10|13-19|24-40|46-63|90-110
Mat.orgÃ¡nica 				(%): 2.08|1.34|1.05|0.52|0.15
N 				(%): 0.09|0.08|0.07|0.04|0.02
C/N: 13.02|8.78|7.47|6.22|3.64
CO3Ca 				(%): 0.0|0.0|0.0|0.0|0.0
pH 				H2O: 8.2|9.2|9.4|9.5|9.0
pH 				ClK: 7.3|8.4|8.5|8.7|8.3
C.E. 				(mmhos/cm): 8.19|10.23|16.26|11.94|5.26
Capacidad 				de intercambio catiÃ³nico 				(m.e./100 g) =  Valor 				T: 22.00|23.00|42.50|33.00|29.00
% 				Na/T: 28.6|28.3|40.2|37.6|35.5
Equivalente 				de humedad (%): 30.87|48.67|49.70|46.71|39.89
