er354c: -|-|-|-|
NÂ° 				de registro: 1117|1118|1119|1120|1121
Horizonte: A12|I/II|II(g))|III|IVca
Profundidad 				(cm: 18-30|36-48|65-90|97-115|125-140
Mat.orgÃ¡nica 				(%): 1,93|1,87|0,67|0,52|0,38
N 				(%): -|-|-|-|-
C/N: 9|8|3|-|-
CO3Ca 				(%): 0,0|0,0|0,0|0,0|1,5
PH 				H2O: 5,4|5,5|5,8|6,4|7,8
PH 				ClK: 4,2|4,2|4,5|5,1|6,1
Capacidad 				de intercambio catiÃ³nico (m.e./100 				g) = Valor 				T: 10,10|21,80|20,90|24,80|27,91
% 				Na/T: 2,18|1,70|1,20|1,21|1,07
Equivalente 				de humedad (%): 9,74|36,40|22,67|23,62|18,55
