er650c: -|-|-|-|-|
NÂ° de registro: 6281|6282|6283|6284|6285|6286
Horizonte: Ap|B21t|B22t|B23t|B3ca|Cca
Profundidad (cm): 05-16|27-40|50-60|80-90|100-120|140-170
Mat.orgÃ¡nica (%): 4.18|2.06|0.99|0.67|0.30|0.22
N (%): 0.161|0.090|0.046|0.035|0.024|0.020
C/N: 18|13|13|11|7|6
T       				                  <2 Âµ: 40.40|54.87|59.18|59.00|58.38|57.30
E                      				2-20 Âµ: 36.28|29.52|23.33|28.75|25.24|29.92
X                      				2-50 Âµ: 57.89|43.55|39.33|39.29|39.10|41.08
T                  50-100 				Âµ: 0.58|0.92|0.51|0.47|1.28|0.49
U                100-500 Âµ: 1.11|0.35|0.95|1.18|0.40|1.10
R              500-1000 Âµ: 0.02|0.01|0.03|0.06|0.03|0.03
A            1000-2000 Âµ: -|-|-|-|-|-
CO3Ca 				(%): -|-|1.33|1.38|13.90|4.50
pH H2O: 6.0|7.4|8.3|8.4|8.4|8.3
pH ClK: 5.0|6.1|6.7|6.9|6.9|7.0
Conductividad elÃ©ctrica 				mmhos/cm: 0.500|0.485|0.616|0.616|0.539|0.519
Capacidad de intercambio 				catiÃ³nico (m.e./100 g) =  Valor T: 42.46|54.60|58.46|58.10|56.34|54.87
% Na/T: 3.98|4.76|6.41|6.85|7.13|7.75
Equivalente de humedad (%): 36.45|59.35|63.27|61.48|55.79|50.14
P. asimilable ppm: -|-|-|-|-|-
