horizonte||ap|a|b|bc|c
Profundidad|cm|0|20|36|67|98
muestra|cm|20|36|67|98|145
Mat. orgánica|%|1.93|1.57|1.02|0.36|0.21
C orgánico|%|1.12|0.91|0.59|0.21|0.12
N total|%|0.102|0.062|0.071|0.035|---
Relación C/N|---|11|15|8|6|---
Arcilla < 2µ|%|16.0|23.9|21.7|16.8|15.8
Limo 2-50µ|%|43.1|39.0|39.5|43.0|42.4
Arena >50µ|%|40.9|37.1|38.8|40.2|41.8
TOTAL|%|100.0|100.0|100.0|100.0|100.0
Limo 2-20µ|%|---|---|---|---|---
Arena:||||||
Muy fina 50-100µ|%|39.3|35.3|37.0|37.7|38.9
Fina 100-250µ|%|1.6|1.8|1.8|2.5|2.9
Media 250-500µ|%|0.0|0.0|0.0|0.0|0.0
Gruesa 500-1000µ|%|0.0|0.0|0.0|0.0|0.0
Muy gruesa 1-2mm|%|0.0|0.0|0.0|0.0|0.0
Calcáreo, CaCO3|%|0.0|0.0|0.0|0.0|0.0
Equiv.humedad|%|16.5|21.7|18.2|16.5|14.5
Resist.pasta|ohms|---|---|---|---|---
Conductividad|mmhos/cm|---|---|---|---|---
pH pasta (1:1)|---|5.9|6.1|6.2|6.7|7.0
pH agua (1:2,5)|---|6.6|6.9|7.0|7.6|8.0
pH 1N ClK (1:2,5)|---|---|---|---|---|---
Ca++ intercambio|me/100g|9.1|10.7|9.7|8.7|7.0
Mg++ intercambio|me/100g|2.2|3.3|4.4|5.3|4.4
Na+ intercambio|me/100g|0.3|0.9|0.4|0.4|0.5
K+ intercambio|me/100g|1.8|1.8|1.3|1.0|1.4
H+ intercambio|me/100g|4.4|4.2|3.4|3.1|1.8
(Na+/T)|%|2.0|4.8|2.4|2.5|3.6
C.I.C., (T)|me/100g|15.0|18.8|16.5|16.1|13.9
Suma bases (S)|me/100g|13.4|16.7|15.8|15.4|13.3
Sat.bases, (S/T)|%|89|89|96|96|96
