horizonte||ap|bt|bc|c
Profundidad|cm|0|23|57|100
muestra|cm|23|57|100|125
Mat. orgánica|%|1.76|0.45|0.07|---
C orgánico|%|1.02|0.26|0.04|---
N total|%|0.197|---|---|---
Relación C/N|---|5|---|---|---
Arcilla < 2µ|%|24.2|39.4|31.5|15.9
Limo 2-50µ|%|48.9|39.9|43.2|38.0
Arena >50µ|%|25.0|19.9|27.5|48.3
TOTAL|%|98.1|99.2|102.2|102.2
Limo 2-20µ|%|---|---|---|---
Arena:|||||
Muy fina 50-100µ|%|24.6|19.7|26.9|47.2
Fina 100-250µ|%|0.4|0.2|0.6|1.1
Media 250-500µ|%|0.0|0.0|0.0|0.0
Gruesa 500-1000µ|%|0.0|0.0|0.0|0.0
Muy gruesa 1-2mm|%|0.0|0.0|0.0|0.0
Calcáreo, CaCO3|%|0.0|0.0|0.0|0.0
Equiv.humedad|%|25.0|37.9|24.4|15.1
Resist.pasta|ohms|---|---|---|---
Conductividad|mmhos/cm|---|---|---|---
pH pasta (1:1)|---|6.4|6.3|6.5|8.2
pH agua (1:2,5)|---|7.4|7.6|8.0|9.1
pH 1N ClK (1:2,5)|---|---|---|---|---
Ca++ intercambio|me/100g|12.1|14.2|12.8|---
Mg++ intercambio|me/100g|2.6|5.8|4.1|---
Na+ intercambio|me/100g|0.7|0.9|1.0|2.4
K+ intercambio|me/100g|1.6|1.6|1.4|1.4
H+ intercambio|me/100g|5.3|4.9|2.9|.
(Na+/T)|%|3.2|3.6|4.4|24.5
C.I.C., (T)|me/100g|21.7|24.7|22.6|9.8
Suma bases (S)|me/100g|17.0|22.5|19.3|---
Sat.bases, (S/T)|%|78|91|85|---
