horizonte||a|e|bt|bck|c
Profundidad muestra|cm|0|23|35|80|125
Mat. orgánica|%|3.48|0.84|0.69|0.38|0.16
C orgánico|%|2.02|0.49|0.40|0.22|0.09
N total|%|0.197|0.061|0.054|0.034|---
Relación C/N|---|10|8|7|6|---
Arcilla < 2µ|%|24.4|16.3|34.1|23.0|14.9
Limo 2-50µ|%|66.6|75.3|58.3|66.7|67.3
Arena >50µ|%|9.0|8.4|7.6|10.3|17.8
TOTAL|%|100.0|100.0|100.0|100.0|100.0
Limo 2-20µ|%|---|---|---|---|---
Arena:||||||
Muy fina 50-100µ|%|8.2|7.7|7.0|9.1|15.8
Fina 100-250µ|%|0.8|0.7|0.6|1.2|2.0
Media 250-500µ|%|0.0|0.0|0.0|0.0|0.0
Gruesa 500-1000µ|%|0.0|0.0|0.0|0.0|0.0
Muy gruesa 1-2mm|%|0.0|0.0|0.0|0.0|0.0
Calcáreo, CaCO3|%|0.00|0.00|vest.|0.40|0.20
Equiv.humedad|%|32.7|27.4|50.6|41.2|29.5
Resist.pasta|ohms|---|---|---|---|---
Conductividad|mmhos/cm|---|---|---|---|---
pH pasta (1:1)|---|5.9|7.5|8.6|8.8|8.8
pH agua (1:2,5)|---|5.8|7.9|8.8|9.1|9.0
pH 1N ClK (1:2,5)|---|---|---|---|---|---
Ca++ intercambio|me/100g|11.1|7.2|9.2|---|---
Mg++ intercambio|me/100g|2.4|2.2|4.5|---|---
Na+ intercambio|me/100g|1.3|3.0|12.3|12.8|7.8
K+ intercambio|me/100g|1.3|0.9|3.0|3.2|3.0
H+ intercambio|me/100g|7.2|1.6|3.0|---|---
(Na+/T)|%|6.2|22.1|42.4|44.6|37.3
C.I.C., (T)|me/100g|20.9|13.6|29.0|28.7|20.9
Suma bases (S)|me/100g|16.1|13.3|29.0|---|---
Sat.bases, (S/T)|%|77|98|100|---|---
