horizonte||ap|e|bt1|bt1|bc|ck
Profundidad muestra|cm|0 - 14|14 - 22|22 - 46|46 - 70|70 - 97|+ 97
Mat. orgánica|%|2.97|2.91|1.31|0.45|0.28|0.21
C orgánico|%|1.72|1.69|0.76|0.26|0.16|0.12
N total|%|0.165|0.154|0.085|0.058|0.04|0.03
Relación C/N|---|10|11|9|4|4|4
Arcilla < 2µ|%|23.7|20.2|33.2|28.5|18.4|12.2
Limo 2-50µ|%|70.4|74.4|63.3|66.6|72.5|74.5
Arena >50µ|%|5.9|6.1|4.3|5.5|9.6|12.0
TOTAL|%|100.0|100.7|100.8|100.6|100.5|98.7
Limo 2-20µ|%||||||
Arena:|||||||
Muy fina 50-100µ|%|4.8|5.6|3.5|5.0|7.2|9.1
Fina 100-250µ|%|1.1|0.5|0.8|0.5|2.1|2.2
Media 250-500µ|%|0.0|0.0|0.0|0.0|0.2|0.3
Gruesa 500-1000µ|%|0.0|0.0|0.0|0.0|0.1|0.4
Muy gruesa 1-2mm|%|0.0|0.0|0.0|0.0|0.0|0.0
Calcáreo, CaCO3|%|0.0|0.0|0.0|0.0|0.0|4.3
Equiv.humedad|%|26.9|27.1|34.3|32.7|31.8|26.1
Resist.pasta|ohms|---|---|---|---|---|---
Conductividad|mmhos/cm|---|---|1.7|8.5|21.3|24.7
pH pasta (1:1)|---|5.0|5.3|6.8|7.3|8.2|8.1
pH agua (1:2,5)|---|5.3|5.8|7.7|8.9|9.1|9.4
pH 1N ClK (1:2,5)|---||||||
Ca++ intercambio|me/100g|7.6|7.9|---|---|---|---
Mg++ intercambio|me/100g|2.7|2.6|---|---|---|---
Na+ intercambio|me/100g|0.4|0.4|2.3|4.0|11.0|11.4
K+ intercambio|me/100g|2.5|2.8|2.7|2.1|4.0|3.7
H+ intercambio|me/100g|3.9|2.8|---|---|---|---
(Na+/T)|%|2.3|2.4|9.3|16.1|45.8|50.7
C.I.C., (T)|me/100g|17.4|16.8|24.8|24.8|24.0|22.5
Suma bases (S)|me/100g|13.2|13.7|---|---|---|---
Sat.bases, (S/T)|%|76|82|---|---|---|---
Comp. Extr. Sat.|||||||
Ca++|me/l|---|---|---|13.4|32.9|30.0
Mg++|me/l|---|---|---|7.2|17.1|18.8
Na+|me/l|---|---|---|63.0|165.0|205.0
K+|me/l|---|---|---|1.5|3.0|3.6
CO3-|me/l|---|---|---|3.1|3.9|3.1
SO4=|me/l|---|---|---|37.3|111.0|150.0
Cl-|me/l|---|---|---|47.9|99.3|100.0
RAS|---|---|---|---|20|33|42
