horizonte||a2|b21t|b22t|b3|cca
Profundidad muestra|cm|0|15|40|72|130
Mat. orgánica|%|2.72|1.21|0.50|0.24|0.14
C orgánico|%|1.58|0.70|0.29|0.14|0.08
N total|%|0.154|0.072|0.033|0.018|---
Relación C/N|---|10|10|9|8|---
Arcilla < 2µ|%|24.1|36.9|26.4|25.8|21.5
Limo 2-50µ|%|70.1|59.3|67.0|68.5|69.4
Arena >50µ|%|5.8|3.9|6.6|5.7|9.1
TOTAL|%|100.0|100.1|100.0|100.0|100.0
Limo 2-20µ|%|37.8|39.8|31.8|30.5|40.7
Arena:||||||
Muy fina 50-100µ|%|5.3|3.5|5.3|4.7|7.1
Fina 100-250µ|%|0.4|0.3|0.7|0.8|1.6
Media 250-500µ|%|0.1|0.1|0.6|0.2|0.4
Gruesa 500-1000µ|%|0.0|0.0|0.0|0.0|0.0
Muy gruesa 1-2mm|%|0.0|0.0|0.0|0.0|0.0
Calcáreo, CaCO3|%|---|---|---|---|---
Equiv.humedad|%|---|---|---|---|---
Resist.pasta|ohms|1 241|243|153|212|243
Conductividad|mmhos/cm|---|6.8|12.4|12.2|10.8
pH pasta (1:1)|---|7.2|7.4|7.8|7.9|8.0
pH agua (1:2,5)|---|7.4|7.8|8.1|8.2|8.7
pH 1N ClK (1:2,5)|---|6.0|6.3|6.4|6.4|7.4
Ca++ intercambio|me/100g|11.0|18.5|17.3|11.0|16.4
Mg++ intercambio|me/100g|2.0|2.4|2.6|2.8|3.0
Na+ intercambio|me/100g|2.3|5.1|5.7|5.6|5.1
K+ intercambio|me/100g|1.6|1.1|2.9|1.1|2.6
H+ intercambio|me/100g|---|---|---|---|---
(Na+/T)|%|13.4|18.6|19.1|26.0|18.3
C.I.C., (T)|me/100g|17.2|27.4|29.9|21.5|27.8
Suma bases (S)|me/100g|16.9|27.1|28.5|20.5|27.1
Sat.bases, (S/T)|%|98|99|95|95|97
Comp. Extr. Sat.||||||
Ca++|me/l|---|7.8|13.0|9.4|7.2
Mg++|me/l|---|2.6|6.2|8.2|3.6
Na+|me/l|---|56.0|108.0|104.0|92.0
K+|me/l|---|---|---|---|---
CO3-|me/l|---|4.1|2.4|2.2|2.3
SO4=|me/l|---|48.4|91.2|93.2|68.0
Cl-|me/l|---|18.2|33.0|44.2|45.0
RAS|---|---|25|35|35|40
