horizonte||a|btg1|btg2
Profundidad muestra|cm|0|20|40
Mat. orgánica|%|1.29|0.57|0.40
C orgánico|%|0.75|0.33|0.23
N total|%|0.084|0.054|0.034
Relación C/N|---|9|6|7
Arcilla < 2µ|%|25.3|59.0|35.7
Limo 2-50µ|%|63.1|34.0|54.3
Arena >50µ|%|11.1|5.2|8.5
TOTAL|%|99.5|98.2|98.5
Limo 2-20µ|%|---|---|---
Arena:||||
Muy fina 50-100µ|%|10.5|4.8|8.0
Fina 100-250µ|%|0.6|0.4|0.5
Media 250-500µ|%|0.0|0.0|0.0
Gruesa 500-1000µ|%|0.0|0.0|0.0
Muy gruesa 1-2mm|%|0.0|0.0|0.0
Calcáreo, CaCO3|%|0.5|1.8|1.5
Equiv.humedad|%|45.5|86.8|67.7
Resist.pasta|ohms|---|---|---
Conductividad|mmhos/cm|---|---|---
pH pasta (1:1)|---|8.9|9.0|8.2
pH agua (1:2,5)|---|9.5|9.4|9.1
pH 1N ClK (1:2,5)|---|---|---|---
Ca++ intercambio|me/100g|---|---|---
Mg++ intercambio|me/100g|---|---|---
Na+ intercambio|me/100g|19.3|27.4|21.0
K+ intercambio|me/100g|2.8|4.5|3.6
H+ intercambio|me/100g|---|---|---
(Na+/T)|%|58.8|52.3|45.2
C.I.C., (T)|me/100g|32.8|52.4|46.5
Suma bases (S)|me/100g|---|---|---
Sat.bases, (S/T)|%|---|---|---
