horizonte||e|bt1|bt2|bc|c|ck
Profundidad muestra|cm|0 - 14|14 - 33|33 - 50|50 - 76|76 - 106|+ 106
Mat. orgánica|%|2.26|0.97|0.36|0.24|0.10|0.07
C orgánico|%|1.31|0.56|0.21|0.14|0.06|0.04
N total|%|0.123|0.080|0.043|0.037|---|---
Relación C/N|---|11|7|5|4|---|---
Arcilla < 2µ|%|19.5|40.4|37.1|30.2|26.7|16.5
Limo 2-50µ|%|74.9|54.6|57.7|66.9|67.7|77.4
Arena >50µ|%|6.3|3.1|3.5|4.5|6.0|5.5
TOTAL|%|100.7|98.1|98.3|101.6|100.4|99.4
Limo 2-20µ|%||||||
Arena:|||||||
Muy fina 50-100µ|%|6.1|3.0|3.4|4.2|5.5|4.8
Fina 100-250µ|%|0.2|0.1|0.1|0.3|0.5|0.7
Media 250-500µ|%|0.0|0.0|0.0|0.0|0.0|0.0
Gruesa 500-1000µ|%|0.0|0.0|0.0|0.0|0.0|0.0
Muy gruesa 1-2mm|%|0.0|0.0|0.0|0.0|0.0|0.0
Calcáreo, CaCO3|%|0.0|0.0|0.0|0.0|0.0|1.4
Equiv.humedad|%|30.8|39.2|37.8|34.5|33.3|27.2
Resist.pasta|ohms|---|---|---|---|---|---
Conductividad|mmhos/cm|---|7.2|8.2|6.5|5.1|5.3
pH pasta (1:1)|---|7.2|7.5|7.6|7.9|8.0|8.2
pH agua (1:2,5)|---|7.7|8.1|8.2|8.6|8.8|9.2
pH 1N ClK (1:2,5)|---|---|---|---|---|---|---
Ca++ intercambio|me/100g|7.9|13.8|---|12.5|11.8|
Mg++ intercambio|me/100g|2.0|3.7|---|1.5|1.7|
Na+ intercambio|me/100g|4.7|5.3|---|6.4|6.1|8.1
K+ intercambio|me/100g|1.3|3.7|---|3.8|3.6|3.7
H+ intercambio|me/100g|---|---|---|---|---|---
(Na+/T)|%|30.1|20.2||26.6|26.5|47.1
C.I.C., (T)|me/100g|15.6|26.2|25.2|24.1|23.0|17.2
Suma bases (S)|me/100g|15.9|26.5|---|24.2|23.2|---
Sat.bases, (S/T)|%|102|101|---|100|101|---
Comp. Extr. Sat.|||||||
Ca++|me/l|---|9.4|6.3|9.4|5.5|3.6
Mg++|me/l|---|3.9|8.6|---|3.7|6.8
Na+|me/l|---|77.8|79.0|72.0|54.0|62.0
K+|me/l|---|1.0|1.2|1.0|0.7|0.1
CO3-|me/l|---|5.2|3.8|4.6|3.8|6.0
SO4=|me/l|---|65.7|67.1|54.4|42.4|47.9
Cl-|me/l|---|22.4|24.0|22.4|16.0|21.0
RAS|---|---|30|29|---|25|27
