horizonte||a|ba|bt1|bt2|bt3|bc|c|ck
Profundidad muestra|cm|0 - 18|18 - 26|26 - 52|52 - 80|80 - 104|104 - 120|120 - 149|149 - 185
Mat. orgánica|%|2.88|1.76|0.93|0.64|0.43|0.26|0.21|0.16
C orgánico|%|1.67|1.02|0.54|0.37|0.25|0.15|0.12|0.09
N total|%|0.16|0.12|0.07|0.05|0.04|0.03|0.03|---
Relación C/N|---|10|9|8|7|6|5|4|---
Arcilla < 2µ|%|26.5|26.9|37.9|38.9|37.8|28.7|27.5|22.0
Limo 2-50µ|%|70.5|70.7|60.4|59.3|59.7|68.0|68.0|71.8
Arena >50µ|%|3.0|2.4|1.7|1.8|2.5|3.3|4.5|6.2
TOTAL|%|100.0|100.0|100.0|100.0|100.0|100.0|100.0|100.0
Limo 2-20µ|%|---|---|---|---|---|---|---|---
Arena:|||||||||
Muy fina 50-100µ|%|2.4|2.3|1.6|1.7|1.8|1.7|3.2|4.8
Fina 100-250µ|%|0.4|0.1|0.1|0.1|0.7|1.6|1.1|1.2
Media 250-500µ|%|0.2|0.0|0.0|0.0|0.0|0.0|0.2|0.2
Gruesa 500-1000µ|%|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
Muy gruesa 1-2mm|%|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
Calcáreo, CaCO3|%|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.7
Equiv.humedad|%|30.4|30.3|34.8|36.8|35.2|30.2|28.9|27.3
Resist.pasta|ohms|---|---|---|---|---|---|---|---
Conductividad|mmhos/cm|---|---|---|---|---|---|---|---
pH pasta (1:1)|---|5.9|5.9|6.0|6.0|6.1|6.2|6.3|7.7
pH agua (1:2,5)|---|6.1|6.1|6.5|6.7|6.8|6.8|7.1|8.3
pH 1N ClK (1:2,5)|---|5.2|5.0|5.1|5.1|5.3|5.3|5.5|6.6
Ca++ intercambio|me/100g|12.3|11.5|17.2|19.1|18.6|17.8|18.0|15.5
Mg++ intercambio|me/100g|1.8|1.6|2.9|3.8|3.8|3.4|3.3|3.1
Na+ intercambio|me/100g|0.1|0.1|0.1|0.2|0.2|0.3|0.2|0.2
K+ intercambio|me/100g|2.2|1.6|2.2|2.7|2.8|2.6|2.5|2.5
H+ intercambio|me/100g|---|---|---|---|---|---|---|---
(Na+/T)|%|0.5|0.5|0.4|0.7|0.7|1.2|0.8|1.0
C.I.C., (T)|me/100g|20.7|20.0|26.5|29.3|27.9|25.1|24.4|20.0
Suma bases (S)|me/100g|16.4|14.8|22.4|25.8|25.4|24.1|24.0|21.3
Sat.bases, (S/T)|%|79|74|85|88|91|96|98|107
