horizonte||a|e|bt|bc|ck
Profundidad muestra|cm|0|24|33|64|124
Mat. orgánica|%|3.09|0.88|0.52|0.10|0.12
C orgánico|%|1.79|0.51|0.30|0.06|0.07
N total|%|0.182|0.070|0.067|---|---
Relación C/N|---|10|7|4|---|---
Arcilla < 2µ|%|16.9|13.2|21.0|17.1|11.6
Limo 2-50µ|%|60.9|63.6|56.6|55.7|50.0
Arena >50µ|%|23.8|24.3|21.4|25.5|36.1
TOTAL|%|101.6|101.1|99.0|98.3|97.7
Limo 2-20µ|%|---|---|---|---|---
Arena:||||||
Muy fina 50-100µ|%|22.3|23.8|20.4|24.4|34.2
Fina 100-250µ|%|1.5|0.5|1.0|1.1|1.9
Media 250-500µ|%|0.0|0.0|0.0|0.0|0.0
Gruesa 500-1000µ|%|0.0|0.0|0.0|0.0|0.0
Muy gruesa 1-2mm|%|0.0|0.0|0.0|0.0|0.0
Calcáreo, CaCO3|%|0.00|0.00|0.00|0.09|2.77
Equiv.humedad|%|23.7|19.0|31.1|25.3|18.5
Resist.pasta|ohms|---|---|---|---|---
Conductividad|mmhos/cm|---|---|---|---|---
pH pasta (1:1)|---|5.9|6.5|6.7|8.1|8.1
pH agua (1:2,5)|---|6.1|6.7|7.1|9.1|9.1
pH 1N ClK (1:2,5)|---|---|---|---|---|---
Ca++ intercambio|me/100g|8.7|7.8|12.0|---|---
Mg++ intercambio|me/100g|2.2|2.3|2.2|---|---
Na+ intercambio|me/100g|0.3|0.8|4.5|6.4|---
K+ intercambio|me/100g|2.5|1.6|3.3|4.6|---
H+ intercambio|me/100g|---|---|---|---|---
(Na+/T)|%|1.7|5.6|19.9|32.0|---
C.I.C., (T)|me/100g|17.9|14.2|22.6|20.0|15.5
Suma bases (S)|me/100g|13.7|12.5|22.0|---|---
Sat.bases, (S/T)|%|77|88|97|---|---
Comp. Extr. Sat.||||||
Ca++|me/l||||5.7|15.0
Mg++|me/l||||6.7|10.0
Na+|me/l||||52.0|117.0
K+|me/l||||1.9|3.5
CO3-|me/l||||4.6|4.6
SO4=|me/l||||33.6|78.0
Cl-|me/l||||28.4|64.8
RAS|---||||21|33
