horizonte||e|bt1|bt2|bc|c
Profundidad muestra|cm|5|30|60|80|110
Mat. orgánica|%|0.97|0.09|0.07|---|---
C orgánico|%|0.56|0.05|0.04|---|---
N total|%|0.054|---|---|---|---
Relación C/N|---|10|---|---|---|---
Arcilla < 2µ|%|10.7|25.1|14.9|11.2|8.9
Limo 2-50µ|%|17.4|11.4|10.5|10.4|8.9
Arena >50µ|%|71.9|63.4|74.6|78.4|82.2
TOTAL|%|100.0|99.9|100.0|100.0|100.0
Limo 2-20µ|%|---|---|---|---|---
Arena:||||||
Muy fina 50-100µ|%|66.5|56.9|65.1|69.7|72.1
Fina 100-250µ|%|5.3|6.4|9.4|8.6|10.0
Media 250-500µ|%|0.1|0.1|0.1|0.1|0.1
Gruesa 500-1000µ|%|---|---|---|---|---
Muy gruesa 1-2mm|%|---|---|---|---|---
Calcáreo, CaCO3|%|0.0|0.1|vest.|vest.|vest.
Equiv.humedad|%|9.4|23.0|14.8|10.2|8.2
Resist.pasta|ohms|---|---|---|---|---
Conductividad|mmhos/cm|---|---|---|---|---
pH pasta (1:1)|---|6.9|8.3|8.9|9.3|9.0
pH agua (1:2,5)|---|7.3|9.1|9.7|9.9|10.0
pH 1N ClK (1:2,5)|---|---|---|---|---|---
Ca++ intercambio|me/100g|3.7|---|---|---|---
Mg++ intercambio|me/100g|2.5|---|---|---|---
Na+ intercambio|me/100g|0.4|5.4|7.4|7.1|4.9
K+ intercambio|me/100g|2.6|3.5|3.3|3.1|3.1
H+ intercambio|me/100g|2.0|---|---|---|---
(Na+/T)|%|5.1|19.6|38.9|37.2|46.2
C.I.C., (T)|me/100g|7.9|27.5|19.0|19.1|10.6
Suma bases (S)|me/100g|9.2|---|---|---|---
Sat.bases, (S/T)|%|116|---|---|---|---
