horizonte||a|be|bt1|bt2|bc
Profundidad muestra|cm|0-27|27-42|42-76|76-111|+ de 111
Mat. orgánica|%|2.57|1.53|0.91|0.29|---
C orgánico|%|1.49|0.89|0.53|0.17|---
N total|%|0.108|0.067|0.062|0.039|0.026
Relación C/N|---|14|13|9|4|---
Arcilla < 2µ|%|30.1|34.0|63.9|38.5|34.9
Limo 2-50µ|%|63.8|60.5|33.3|56.9|58.6
Arena >50µ|%|6.1|5.5|2.8|4.6|6.5
TOTAL|%|100.0|100.0|100.0|100.0|100.0
Limo 2-20µ|%|38.0|34.3|21.4|37.4|36.8
Arena:||||||
Muy fina 50-100µ|%|3.8|3.3|1.7|2.8|3.9
Fina 100-250µ|%|2.0|1.9|1.0|1.6|2.4
Media 250-500µ|%|0.3|0.3|0.1|0.2|0.2
Gruesa 500-1000µ|%|0.0|0.0|0.0|0.0|0.0
Muy gruesa 1-2mm|%|0.0|0.0|0.0|0.0|0.0
Calcáreo, CaCO3|%|---|---|---|---|---
Equiv.humedad|%|---|---|---|---|---
Resist.pasta|ohms|3 888|3 767|1 337|1 458|1 580
Conductividad|mmhos/cm|---|---|---|---|---
pH pasta (1:1)|---|---|---|---|---|---
pH agua (1:2,5)|---|5.7|6.0|6.3|6.6|6.7
pH 1N ClK (1:2,5)|---|5.2|5.1|5.4|5.5|5.5
Ca++ intercambio|me/100g|9.4|9.4|17.5|16.3|13.1
Mg++ intercambio|me/100g|2.1|2.4|5.5|4.8|4.1
Na+ intercambio|me/100g|0.9|1.1|2.5|2.5|2.8
K+ intercambio|me/100g|1.4|0.9|0.9|0.9|1.0
H+ intercambio|me/100g|---|---|---|---|---
(Na+/T)|%|5.8|7.9|9.8|11.4|11.3
C.I.C., (T)|me/100g|15.4|13.9|25.5|22.0|24.8
Suma bases (S)|me/100g|13.8|13.8|26.4|24.5|21.0
Sat.bases, (S/T)|%|90|99|104|111|85
