horizonte||ap|b|bc|c
Profundidad muestra|cm|10|40|70|110
Mat. orgánica|%|2.21|0.86|0.40|---
C orgánico|%|1.28|0.50|0.23|---
N total|%|0.135|0.076|---|---
Relación C/N|---|9|7|---|---
Arcilla < 2µ|%|21.8|21.8|20.3|16.4
Limo 2-50µ|%|23.9|21.8|20.6|22.1
Arena >50µ|%|54.3|56.4|59.1|61.5
TOTAL|%|100.0|100.0|100.0|100.0
Limo 2-20µ|%|---|---|---|---
Arena:|||||
Muy fina 50-100µ|%|43.7|41.5|46.0|47.0
Fina 100-250µ|%|10.6|14.9|13.1|14.5
Media 250-500µ|%|0.0|0.0|0.0|0.0
Gruesa 500-1000µ|%|0.0|0.0|0.0|0.0
Muy gruesa 1-2mm|%|0.0|0.0|0.0|0.0
Calcáreo, CaCO3|%|0.0|0.0|0.0|0.0
Equiv.humedad|%|18.2|16.6|14.2|13.4
Resist.pasta|ohms|---|---|---|---
Conductividad|mmhos/cm|---|---|---|---
pH pasta (1:1)|---|5.9|6.6|6.8|7.2
pH agua (1:2,5)|---|6.3|7.1|7.4|7.6
pH 1N ClK (1:2,5)|---|---|---|---|---
Ca++ intercambio|me/100g|8.5|7.0|6.3|4.8
Mg++ intercambio|me/100g|1.6|2.9|3.2|4.5
Na+ intercambio|me/100g|0.3|0.3|0.5|0.5
K+ intercambio|me/100g|1.5|2.9|2.4|2.4
H+ intercambio|me/100g|---|---|---|---
(Na+/T)|%|2.1|2.2|4.4|4.5
C.I.C., (T)|me/100g|14.4|13.8|11.3|11.1
Suma bases (S)|me/100g|11.9|13.1|12.4|12.2
Sat.bases, (S/T)|%|83|95|110|110
