horizonte||a|bt1|bt2|bc|bcm
Profundidad muestra|cm|0 - 15|15 - 52|52 - 72|72 - 96|+ 96
Mat. orgánica|%|4.05|1.67|0.83|0.59|0.59
C orgánico|%|2.35|0.97|0.48|0.34|0.34
N total|%|0.185|0.102|0.068|0.067|0.062
Relación C/N|---|13|10|7|5|5
Arcilla < 2µ|%|28.0|37.2|34.5|32.5|28.6
Limo 2-50µ|%|70.0|61.9|65.2|59.4|68.1
Arena >50µ|%|1.9|1.6|1.1|7.0|3.4
TOTAL|%|99.9|100.7|100.8|98.9|100.1
Limo 2-20µ|%|---|---|---|---|---
Arena:||||||
Muy fina 50-100µ|%|1.7|1.1|0.6|5.0|2.2
Fina 100-250µ|%|0.2|0.5|0.5|2.0|1.2
Media 250-500µ|%|0.0|0.0|0.0|0.0|0.0
Gruesa 500-1000µ|%|0.0|0.0|0.0|0.0|0.0
Muy gruesa 1-2mm|%|0.0|0.0|0.0|0.0|0.0
Calcáreo, CaCO3|%|0.00|0.60|0.00|0.00|0.20
Equiv.humedad|%|38.2|47.6|43.4|44.8|40.1
Resist.pasta|ohms|---|---|---|---|---
Conductividad|mmhos/cm|---|2.2|3.0|5.2|4.1
pH pasta (1:1)|---|6.9|7.7|7.7|7.7|7.6
pH agua (1:2,5)|---|7.0|8.1|8.1|8.2|8.3
pH 1N ClK (1:2,5)|---|---|---|---|---|---
Ca++ intercambio|me/100g|13.4|---|17.8|18.7|---
Mg++ intercambio|me/100g|3.8|---|3.9|2.5|---
Na+ intercambio|me/100g|2.1|---|4.1|3.2|2.7
K+ intercambio|me/100g|2.3|1.4|2.9|3.0|2.1
H+ intercambio|me/100g|1.6|---|---|---|---
(Na+/T)|%|9.2|---|14.3|12.3|12.6
C.I.C., (T)|me/100g|22.9|33.6|28.7|26.0|21.4
Suma bases (S)|me/100g|21.6|---|28.7|27.4|---
Sat.bases, (S/T)|%|94|---|100|105|---
Comp. Extr. Sat.||||||
Ca++|me/l|---|---|---|9.4|5.4
Mg++|me/l|---|---|---|8.6|5.6
Na+|me/l|---|---|---|42.0|40.0
K+|me/l|---|---|---|0.8|0.9
CO3-|me/l|---|---|---|3.0|1.5
SO4=|me/l|---|---|---|43.8|43.8
Cl-|me/l|---|---|---|15.0|6.0
RAS|---|---|---|---|14|17
