horizonte||ape|bt1|bt2|bc|ck
Profundidad muestra|cm|0|25|55|80|125
Mat. orgánica|%|1.26|0.62|0.31|0.17|---
C orgánico|%|0.73|0.36|0.18|0.10|---
N total|%|0.072|0.054|0.033|---|---
Relación C/N|---|10|7|5|---|---
Arcilla < 2µ|%|12.2|42.9|22.9|21.7|10.0
Limo 2-50µ|%|74.3|48.5|63.5|62.1|71.3
Arena >50µ|%|13.5|8.6|13.6|16.2|18.7
TOTAL|%|100.0|100.0|100.0|100.0|100.0
Limo 2-20µ|%|---|---|---|---|---
Arena:||||||
Muy fina 50-100µ|%|11.4|7.7|11.7|14.4|15.3
Fina 100-250µ|%|2.1|0.9|1.9|1.8|3.4
Media 250-500µ|%|0.0|0.0|0.0|0.0|0.0
Gruesa 500-1000µ|%|0.0|0.0|0.0|0.0|0.0
Muy gruesa 1-2mm|%|0.0|0.0|0.0|0.0|0.0
Calcáreo, CaCO3|%|0.00|0.60|3.90|1.00|9.30
Equiv.humedad|%|20.8|58.5|38.7|28.5|23.8
Resist.pasta|ohms|---|---|---|---|---
Conductividad|mmhos/cm|---|---|---|---|---
pH pasta (1:1)|---|7.8|8.6|8.5|8.1|8.0
pH agua (1:2,5)|---|8.3|9.0|9.2|8.7|8.6
pH 1N ClK (1:2,5)|---|---|---|---|---|---
Ca++ intercambio|me/100g|4.7|---|---|---|---
Mg++ intercambio|me/100g|1.8|---|---|---|---
Na+ intercambio|me/100g|3.7|14.5|10.8|5.4|3.0
K+ intercambio|me/100g|3.2|4.0|3.2|2.3|1.7
H+ intercambio|me/100g|0.6|---|---|---|---
(Na+/T)|%|27.4|47.5|36.9|24.1|15.8
C.I.C., (T)|me/100g|13.5|30.5|29.3|22.4|19.0
Suma bases (S)|me/100g|13.4|---|---|---|---
Sat.bases, (S/T)|%|99|---|---|---|---
