--------------------------------------------------------------------------------------------------------------------------------------------------------------
ID..........................: 7
CLASIFICACION...............: FALTA!
SERIE.......................: FALTA!
UBICACION...................: FALTA!
PROVINCIA...................: CORDOBA
LATITUD.....................: FALTA!
LONGITUD....................: FALTA!
ALTITUD.....................: FALTA!
PENDIENTE...................: FALTA!
DRENAJE.....................: FALTA!
ESCURRIMIENTO...............: FALTA!
PERMEABILIDAD...............: FALTA!
TIPO DE SUELO...............: FALTA!
COLOR ......................: FALTA!
HORIZONTE->NOMBRE(S)........: a|ac|c
HORIZONTE->Profundidad de la muestra (cm): 0-17|17-40|40 a +
HORIZONTE->Materia Orgánica (%): 1,0|-|-
HORIZONTE->Carbono Orgánico (%): 0,60|-|-
HORIZONTE->Nitrógeno total (%): 0,08|-|-
HORIZONTE->Relación C/N: 7,5|-|-
HORIZONTE->Arcilla, <2 μ (%): 11,5|9,9|6,8
HORIZONTE->Limo, 2-50 μ (%): 40,8|40,0|40,4
HORIZONTE->Arena muy fina, 50-100 μ (%): 45,0|45,0|48,5
HORIZONTE->Arena fina, 100-250 μ (%): 2,6|2,8|2,4
HORIZONTE->Arena media, 250-500 μ (%): 0,3|0,4|0,0
HORIZONTE->Arena gruesa, 500-1000 μ (%): 0,4|0,5|0,4
HORIZONTE->Arena muy gruesa, 1-2 mm (%): 0,0|0,0|0,0
HORIZONTE->Carbonatos, CaCO3 (%): 0,0|0,0|0,0
HORIZONTE->Equivalente de humedad (%): 12,0|12,6|10,4
HORIZONTE->pH en pasta: 6,2|6,4|6,5
HORIZONTE->pH en agua (1:2,5): 6,3|6,5|6,6
HORIZONTE->Ca++: 11,1|7,9|7,1
HORIZONTE->Mg++: 0,6|1,9|0,7
HORIZONTE->Na+: 0,4|0,4|0,4
HORIZONTE->K+: 1,1|1,0|0,7
HORIZONTE->H+: 0,6|0,4|0,4
HORIZONTE->Sodio de intercambio, % (PSI): 2,9|3,4|4,3
HORIZONTE->Suma de bases, meq/100 gr (S): 13,2|11,2|8,9
HORIZONTE->Capacidad de intercambio catiónico, meq/100 gr (T): 13,8|11,6|9,3
HORIZONTE->Saturación con bases, % (S/T): 95,7|96,6|95,7
