horizonte||a|e|bt|bc|c
Profundidad|cm|0|23|34|52|75
muestra|cm|23|34|52|75|---
Mat. orgánica|%|2.41|0.69|0.52|0.19|---
C orgánico|%|1.40|0.40|0.30|0.11|---
N total|%|0.170|0.060|0.050|---|---
Relación C/N|---|8|7|6|---|---
Arcilla < 2µ|%|11.7|6.2|18.9|11.5|9.2
Limo 2-50µ|%|30.7|28.5|23.6|22.6|22.7
Arena >50µ|%|55.7|64.3|56.0|64.5|66.6
TOTAL|%|98.1|99.0|98.5|98.6|98.5
Limo 2-20µ|%|||||
Arena:||||||
Muy fina 50-100µ|%|39.3|50.7|38.6|51.5|51.6
Fina 100-250µ|%|16.3|13.6|17.4|12.9|14.9
Media 250-500µ|%|0.1|0.0|0.0|0.1|0.1
Gruesa 500-1000µ|%|0.1|0.0|0.0|0.1|0.1
Muy gruesa 1-2mm|%|0.0|0.0|0.0|0.0|0.0
Calcáreo, CaCO3|%|0.00|0.00|0.00|0.00|0.00
Equiv.humedad|%|18.5|13.3|22.6|19.6|14.7
Resist.pasta|ohms|---|---|---|---|---
Conductividad|mmhos/cm|---|---|---|---|---
pH pasta (1:1)|---|5.7|7.1|7.2|7.4|7.4
pH agua (1:2,5)|---|5.8|7.2|7.5|7.7|7.9
pH 1N ClK (1:2,5)|---|---|---|---|---|---
Ca++ intercambio|me/100g|5.7|3.3|7.4|5.9|3.2
Mg++ intercambio|me/100g|1.2|2.2|1.3|1.7|0.7
Na+ intercambio|me/100g|0.2|0.7|2.4|2.3|3.8
K+ intercambio|me/100g|0.9|1.5|0.7|1.5|1.5
H+ intercambio|me/100g|3.1|0.8|---|---|---
(Na+/T)|%|1.8|8.1|20.3|22.1|41.3
C.I.C., (T)|me/100g|11.3|8.6|11.8|10.4|9.2
Suma bases (S)|me/100g|8.0|7.7|11.8|11.4|9.2
Sat.bases, (S/T)|%|71|90|100|110|100
