horizonte||a1|a2|ba|bt1|bt2|bc|c
Profundidad|cm|3|18|30|45|100|150|190
muestra|cm|12|25|38|80|130|175|210
Mat. orgánica|%|3.28|1.95|1.38|0.88|0.33|0.21|0.16
C orgánico|%|1.90|1.13|0.80|0.51|0.19|0.12|0.09
N total|%|0.223|0.122|0.087|0.073|0.04|0.03|---
Relación C/N|---|9|9|9|7|4|4|---
Arcilla < 2µ|%|23.7|26.3|28.6|50.7|33.1|19.8|18.4
Limo 2-50µ|%|74.1|71.3|68.4|47.1|63.6|76.9|77.6
Arena >50µ|%|2.2|2.4|3.0|2.2|3.3|3.3|4.0
TOTAL|%|100.0|100.0|100.0|100.0|100.0|100.0|100.0
Limo 2-20µ|%|---|---|---|---|---|---|---
Arena:||||||||
Muy fina 50-100µ|%|1.8|2.1|2.7|1.9|3.0|2.5|3.4
Fina 100-250µ|%|0.4|0.3|0.3|0.3|0.3|0.8|0.6
Media 250-500µ|%|---|---|---|---|---|---|---
Gruesa 500-1000µ|%|---|---|---|---|---|---|---
Muy gruesa 1-2mm|%|---|---|---|---|---|---|---
Calcáreo, CaCO3|%|---|---|---|---|---|---|---
Equiv.humedad|%|27.9|26.9|26.8|41.6|31.6|28.7|27.0
Resist.pasta|ohms|---|---|---|---|---|---|---
Conductividad|mmhos/cm|---|---|---|---|---|---|---
pH pasta (1:1)|---|5.4|6.0|5.9|6.0|6.1|6.3|7.4
pH agua (1:2,5)|---|5.9|6.5|6.5|6.7|6.9|7.1|8.1
pH 1N ClK (1:2,5)|---|---|---|---|---|---|---|---
Ca++ intercambio|me/100g|13.4|11.5|10.4|17.0|15.3|15.3|---
Mg++ intercambio|me/100g|2.5|2.3|3.5|7.9|6.6|5.9|---
Na+ intercambio|me/100g|0.3|0.2|0.2|0.2|0.2|0.4|0.5
K+ intercambio|me/100g|2.9|3.0|2.7|4.3|2.8|2.5|2.4
H+ intercambio|me/100g|---|---|---|---|---|---|---
(Na+/T)|%|1.4|1.0|1.1|0.6|0.8|1.6|2.2
C.I.C., (T)|me/100g|21.9|19.2|18.6|32.2|26.4|25.0|22.9
Suma bases (S)|me/100g|19.1|17.0|16.8|29.4|24.9|24.1|---
Sat.bases, (S/T)|%|87|89|90|91|94|96|---
