--------------------------------------------------------------------------------------------------------------------------------------------------------------
ID..........................: 200
CLASIFICACION...............: FALTA!
SERIE.......................: FALTA!
UBICACION...................: FALTA!
PROVINCIA...................: CORDOBA
LATITUD.....................: FALTA!
LONGITUD....................: FALTA!
ALTITUD.....................: FALTA!
PENDIENTE...................: FALTA!
DRENAJE.....................: FALTA!
ESCURRIMIENTO...............: FALTA!
PERMEABILIDAD...............: FALTA!
TIPO DE SUELO...............: FALTA!
COLOR ......................: FALTA!
HORIZONTE->NOMBRE(S)........: A1|B21t|B22t
HORIZONTE->Profundidad de la muestra (cm): 0-40|40-60|60 a +
HORIZONTE->Materia Orgánica (%): 2,1|0,5| 
HORIZONTE->Carbono Orgánico (%): 1,2|0,3| 
HORIZONTE->Nitrógeno total (%): 0,12|0,03| 
HORIZONTE->Relación C/N: 10,0|10,0| 
HORIZONTE->Arcilla, <2 μ (%): 12,1|16,4|16,4
HORIZONTE->Limo, 2-50 μ (%): 25,4|21,4|22,8
HORIZONTE->Arena muy fina, 50-100 μ (%): 4,1|4,1|4,8
HORIZONTE->Arena fina, 100-250 μ (%): 6,4|6,7|9,8
HORIZONTE->Arena media, 250-500 μ (%): 11,4|11,7|14,7
HORIZONTE->Arena gruesa, 500-1000 μ (%): 27,3|24,5|21,7
HORIZONTE->Arena muy gruesa, 1-2 mm (%): 11,8|13,2|10,2
HORIZONTE->Calcáreo, CaCO3 (%): 0,0|0,0|0,0
HORIZONTE->Equivalente de humedad (%): 14,2|14,6|13,2
HORIZONTE->pH en pasta:  | | 
HORIZONTE->pH en agua 1:2,5: 6,1|6,4|6,5
HORIZONTE->Cationes de intercambio (me/100 gr)-Ca ++: 10,3|12,1|10,5
HORIZONTE->Cationes de intercambio (me/100 gr)-Mg ++: 0,6|0,6|0,3
HORIZONTE->Cationes de intercambio (me/100 gr)-Na +: 0,2|0,2|0,2
HORIZONTE->Cationes de intercambio (me/100 gr)-K +: 0,4|0,3|0,2
HORIZONTE->Cationes de intercambio (me/100 gr)-H +: 1,2|1,1|0,5
HORIZONTE->Suma de bases, me/100 gr (S): 11,5|13,2|11,2
HORIZONTE->Capacidad de intercambio catiónica me/100 gr (T): 12,7|14,3|11,7
HORIZONTE->Saturación con bases,% (S/T): 90,5|92,3|95,7
