dss_estancia_todos_los_santos.psv ->> ID..........................: 216
dss_estancia_todos_los_santos.psv ->> CLASIFICACION...............: Hapludol lítico paralítico
dss_estancia_todos_los_santos.psv ->> SERIE.......................: ESTANCIA TODOS LOS SANTOS
dss_estancia_todos_los_santos.psv ->> UBICACION...................: 9 km al Este de Ongamira, departamento Ischilín
dss_estancia_todos_los_santos.psv ->> PROVINCIA...................: CORDOBA
dss_estancia_todos_los_santos.psv ->> LATITUD.....................: S304700
dss_estancia_todos_los_santos.psv ->> LONGITUD....................: O641900
dss_estancia_todos_los_santos.psv ->> ALTITUD.....................: 1100
dss_estancia_todos_los_santos.psv ->> PENDIENTE...................: FALTA!
dss_estancia_todos_los_santos.psv ->> DRENAJE.....................: FALTA!
dss_estancia_todos_los_santos.psv ->> ESCURRIMIENTO...............: FALTA!
dss_estancia_todos_los_santos.psv ->> PERMEABILIDAD...............: FALTA!
dss_estancia_todos_los_santos.psv ->> TIPO DE SUELO...............: FRANCA GRUESA MIXTA MÉSICA
dss_estancia_todos_los_santos.psv ->> COLOR ......................: PARDO GRISÁCEO MUY OSCURO
dss_estancia_todos_los_santos.psv ->> HORIZONTE->NOMBRE(S)........: A | II
dss_estancia_todos_los_santos.psv ->> HORIZONTE->PROFUNDIDADES(CM): 0-18 | 18-30
dss_estancia_todos_los_santos.psv ->> HORIZONTE->MATERIA ORGÁN.(%): 3,6 | 2,4
dss_estancia_todos_los_santos.psv ->> HORIZONTE->CARBONO ORGÁN.(%): 2,1 | 1,4
dss_estancia_todos_los_santos.psv ->> HORIZONTE->NITRÓGENO TOT.(%): 0,18 | 0,12
dss_estancia_todos_los_santos.psv ->> HORIZONTE->RELACIÓN C/N.....: 11,7 | 11,7
dss_estancia_todos_los_santos.psv ->> HORIZONTE->ARCILLA 2 (%)....: 8,5 | 9,3
dss_estancia_todos_los_santos.psv ->> HORIZONTE->LIMO 2-50 (%)....: 16,0 | 20,2
dss_estancia_todos_los_santos.psv ->> HORIZONTE->AMF 50-100 (%)...: 6,5 | 3,8
dss_estancia_todos_los_santos.psv ->> HORIZONTE->AF 100-250 (%)...: 13,2 | 10,2
dss_estancia_todos_los_santos.psv ->> HORIZONTE->AM 250-500 (%)...: 13,8 | 14,3
dss_estancia_todos_los_santos.psv ->> HORIZONTE->AG 500-1000 (%)..: 22,2 | 21,3
dss_estancia_todos_los_santos.psv ->> HORIZONTE->AMG 1-2 mm (%)...: 18,6 | 18,4
dss_estancia_todos_los_santos.psv ->> HORIZONTE->CALCAREO CaCO3(%): 0,0 | 0,0
dss_estancia_todos_los_santos.psv ->> HORIZONTE->EQUIV. HUMEDAD(%): 17,4 | 14,7
dss_estancia_todos_los_santos.psv ->> HORIZONTE->PH PASTA.........: - |  
dss_estancia_todos_los_santos.psv ->> HORIZONTE->PH H2O 1:2,5.....: 6,7 | 6,8
dss_estancia_todos_los_santos.psv ->> HORIZONTE->CI ME/100G-Ca ++.: 10,5 | 9,9
dss_estancia_todos_los_santos.psv ->> HORIZONTE->CI ME/100G-Mg ++.: 1,4 | 1,2
dss_estancia_todos_los_santos.psv ->> HORIZONTE->CI ME/100G-Na +..: 0,3 | 0,2
dss_estancia_todos_los_santos.psv ->> HORIZONTE->CI ME/100G-K +...: 0,7 | 0,6
dss_estancia_todos_los_santos.psv ->> HORIZONTE->CI ME/100G-H +...: 1,2 | 1,8
dss_estancia_todos_los_santos.psv ->> HORIZONTE->SUM.B. ME/100G(S): 12,9 | 11,9
dss_estancia_todos_los_santos.psv ->> HORIZONTE->CIC ME/100G(T)...: 14,1 | 13,
dss_estancia_todos_los_santos.psv ->> HORIZONTE->SAT.B % (S/T)....: - |  
