--------------------------------------------------------------------------------------------------------------------------------------------------------------
ID..........................: 300
CLASIFICACION...............: FALTA!
SERIE.......................: FALTA!
UBICACION...................: FALTA!
PROVINCIA...................: CORDOBA
LATITUD.....................: FALTA!
LONGITUD....................: FALTA!
ALTITUD.....................: FALTA!
PENDIENTE...................: FALTA!
DRENAJE.....................: FALTA!
ESCURRIMIENTO...............: FALTA!
PERMEABILIDAD...............: FALTA!
TIPO DE SUELO...............: FALTA!
COLOR ......................: FALTA!
HORIZONTE->NOMBRE(S)........: a|ac|ck
HORIZONTE->Profundidad de la muestra (cm): 0-20|20-60|60 a +
HORIZONTE->Materia Orgánica (%): 2,24|1,03|
HORIZONTE->Carbono Orgánico (%): 1,3|0,60|
HORIZONTE->Nitrógeno total (%): 0,12||
HORIZONTE->Relación C/N: 10,8||
HORIZONTE->Arcilla, < 2 µ (%): 13,9|13,5|13,1
HORIZONTE->Limo, 2-50 µ (%): 58,7|64,7|63,2
HORIZONTE->Arena muy fina, 50-100 µ (%): 11,1|9,6|8,4
HORIZONTE->Arena fina, 100-250 µ (%): 12,7|9,5|12,3
HORIZONTE->Arena media, 250-500 µ (%): 1,5|1,6|1,2
HORIZONTE->Arena gruesa, 500-1000 µ, (%): 1,1|1,0|0,7
HORIZONTE->Arena muy gruesa, 1-2 mm (%): 0,1|0,1|
HORIZONTE->Calcáreo, CaCO3 (%): 0|0|3,4
HORIZONTE->Equivalente de humedad (%): 23,4|21,9|21,5
HORIZONTE->pH en pasta: 6,6|7,0|7,5
HORIZONTE->pH en agua 1:2,5: 6,7|7,2|7,9
HORIZONTE->Cationes de intercambio (me/100 gr)-Ca++: 12,3|12,3|
HORIZONTE->Cationes de intercambio (me/100 gr)-Mg++: 1,3|1,5|
HORIZONTE->Cationes de intercambio (me/100 gr)-Na+: 0,3|0,3|0,4
HORIZONTE->Cationes de intercambio (me/100 gr)-K+: 1,6|2,0|1,9
HORIZONTE->Cationes de intercambio (me/100 gr)-H+: 1,3|0,4|
HORIZONTE->Suma de bases, me/100 gr (S): 15,5|16,1|
HORIZONTE->Capacidad de intercambio catiónico, me/100 gr (T): 17,0|16,5|14,1
HORIZONTE->Saturación con bases, % (S/T): 91|97|
