--------------------------------------------------------------------------------------------------------------------------------------------------------------
ID..........................: 300
CLASIFICACION...............: FALTA!
SERIE.......................: FALTA!
UBICACION...................: FALTA!
PROVINCIA...................: CORDOBA
LATITUD.....................: FALTA!
LONGITUD....................: FALTA!
ALTITUD.....................: FALTA!
PENDIENTE...................: FALTA!
DRENAJE.....................: FALTA!
ESCURRIMIENTO...............: FALTA!
PERMEABILIDAD...............: FALTA!
TIPO DE SUELO...............: FALTA!
COLOR ......................: FALTA!
HORIZONTE->NOMBRE(S)........: ap|a|2
HORIZONTE->Profundidad de la muestra (cm): 0-12|12-52|52 a +
HORIZONTE->Materia Orgánica (%): 2,2|1,1|
HORIZONTE->Carbono Orgánico (%): 1,3|0,6|
HORIZONTE->Nitrógeno total (%): 0,11|0,04|
HORIZONTE->Relación C/N: 11,8|12,5|
HORIZONTE->Arcilla, <2 μ (%): 10,1|9,9|8,7
HORIZONTE->Limo, 2-50 μ (%): 16,4|18,6|21,0
HORIZONTE->Arena muy fina, 50-100 μ (%): 5,2|6,0|5,7
HORIZONTE->Arena fina, 100-250 μ (%): 12,8|14,8|11,3
HORIZONTE->Arena media, 250-500 μ (%): 16,6|17,8|12,6
HORIZONTE->Arena gruesa, 500-1000 μ (%): 24,4|21,6|19,3
HORIZONTE->Arena muy gruesa, 1-2 mm (%): 13,7|11,0|20,1
HORIZONTE->Calcáreo, CaCO3 (%): 0,0|0,0|0,0
HORIZONTE->Equivalente de humedad (%): 11,2|9,9|12,4
HORIZONTE->pH en pasta: ||
HORIZONTE->pH en agua 1:2,5: 6,4|6,3|6,6
HORIZONTE->Cationes de intercambio (me/100 gr)-Ca++: 6,7|4,4|7,3 
HORIZONTE->Cationes de intercambio (me/100 gr)-Mg++: 1,4|2,7|0,9
HORIZONTE->Cationes de intercambio (me/100 gr)-Na+: 0,3|0,3|0,3
HORIZONTE->Cationes de intercambio (me/100 gr)-K+: 0,9|0,7|0,6
HORIZONTE->Cationes de intercambio (me/100 gr)-H+: 1,4|1,4|1,0
HORIZONTE->Suma de bases, me/100 gr (S): 9,3|8,1|9,1
HORIZONTE->Capacidad de intercambio catiónico, me/100 gr (T): 10,7|9,5|10,1
HORIZONTE->Saturación con bases, % (S/T): 86,9|85,3|90,1
