--------------------------------------------------------------------------------------------------------------------------------------------------------------
ID..........................: 300
CLASIFICACION...............: FALTA!
SERIE.......................: FALTA!
UBICACION...................: FALTA!
PROVINCIA...................: CORDOBA
LATITUD.....................: FALTA!
LONGITUD....................: FALTA!
ALTITUD.....................: FALTA!
PENDIENTE...................: FALTA!
DRENAJE.....................: FALTA!
ESCURRIMIENTO...............: FALTA!
PERMEABILIDAD...............: FALTA!
TIPO DE SUELO...............: FALTA!
COLOR ......................: FALTA!
HORIZONTE->NOMBRE(S)........: a|ac|ck
HORIZONTE->Profundidad de la muestra (cm): 0-23|23-49|49 a +
HORIZONTE->Materia Orgánica (%): 3,1|1,4|
HORIZONTE->Carbono Orgánico (%): 1,8|0,8|
HORIZONTE->Nitrógeno total (%): ||
HORIZONTE->Relación C/N: ||
HORIZONTE->Arcilla, <2 u (%): 17,0|11,1|6,9
HORIZONTE->Limo, 2-50 u (%): 33,1|24,8|28,7
HORIZONTE->Arena muy fina, 50-100 u (%): 9,0|8,3|17,2
HORIZONTE->Arena fina, 100-250 u (%): 17,2|19,0|30,9
HORIZONTE->Arena media, 250-500 u (%): 11,1|13,5|10,9
HORIZONTE->Arena gruesa, 500-1000 u (%): 8,4|14,7|4,6
HORIZONTE->Arena muy gruesa, 1-2 mm (%): 3,4|8,5|1,4
HORIZONTE->Calcáreo, CaCO3 (%): 0,0|0,0|0,9
HORIZONTE->Equivalente de humedad (%): 20,7|13,4|10,5
HORIZONTE->pH en pasta: ||
HORIZONTE->pH en agua 1:2,5: 7,6|7,9|8,3
HORIZONTE->Cationes de intercambio (me/100 gr)-Ca++: 12,5|10,6|
HORIZONTE->Cationes de intercambio (me/100 gr)-Mg++: 0,8|0,8|
HORIZONTE->Cationes de intercambio (me/100 gr)-Na+: 0,4|0,3|0,5
HORIZONTE->Cationes de intercambio (me/100 gr)-K+: 3,0|1,9|2,1
HORIZONTE->Cationes de intercambio (me/100 gr)-H+: ||
HORIZONTE->Suma de bases, me/100 gr (S): 16,6|13,6|
HORIZONTE->Capacidad de intercambio catiónico, me/100 gr (T): 16,6|13,6|9,6
HORIZONTE->Saturación con bases, % (S/T): ||
