--------------------------------------------------------------------------------------------------------------------------------------------------------------
ID..........................: 300
CLASIFICACION...............: FALTA!
SERIE.......................: FALTA!
UBICACION...................: FALTA!
PROVINCIA...................: CORDOBA
LATITUD.....................: FALTA!
LONGITUD....................: FALTA!
ALTITUD.....................: FALTA!
PENDIENTE...................: FALTA!
DRENAJE.....................: FALTA!
ESCURRIMIENTO...............: FALTA!
PERMEABILIDAD...............: FALTA!
TIPO DE SUELO...............: FALTA!
COLOR ......................: FALTA!
HORIZONTE->NOMBRE(S)........: a|ac|ck
HORIZONTE->Profundidad de la muestra (cm): 0-18|18-49|49 a +
HORIZONTE->Materia Orgánica (%): 1,87|1,48|
HORIZONTE->Carbono Orgánico (%): 1,09|0,86|
HORIZONTE->Nitrógeno total (%): 0,110|0,105|
HORIZONTE->Relación C/N: 9,9|8,2|
HORIZONTE->Arcilla, < 2 µ (%): 19,7|17,6|16,6
HORIZONTE->Limo, 2-50 µ (%): 71,8|72,8|70,6
HORIZONTE->Arena muy fina, 50-100 µ (%): 4,9|6,7|5,6
HORIZONTE->Arena fina, 100-250 µ (%): 0,8|3,1|5,4
HORIZONTE->Arena media, 250-500 µ (%): 0,6|0,4|1,0
HORIZONTE->Arena gruesa, 500-1000 µ (%): 0,2|0,4|0,7
HORIZONTE->Arena muy gruesa, 1-2 mm (%): |0,1|0,4
HORIZONTE->Calcáreo, CaCO3 (%): 0|0|3,99
HORIZONTE->Equivalente de humedad (%): 25,4|24,5|24,8
HORIZONTE->pH en pasta: 6,7|7,6|7,9
HORIZONTE->pH en agua 1:2,5: 7,1|7,3|8,3
HORIZONTE->Cationes de intercambio (me/100 gr)-Ca++: 17,9|17,4|
HORIZONTE->Cationes de intercambio (me/100 gr)-Mg++: 0,6|0,7|
HORIZONTE->Cationes de intercambio (me/100 gr)-Na+: 0,2|0,3|0,6
HORIZONTE->Cationes de intercambio (me/100 gr)-K+: 2,5|2,2|2,6
HORIZONTE->Cationes de intercambio (me/100 gr)-H+: 0,4||
HORIZONTE->Conductividad (mmhos/cm): 3,10||
HORIZONTE->Suma de bases, me/100 gr (S): 21,2|20,6|
HORIZONTE->Capacidad de intercambio catiónico, me/100 gr (T): 21,5|19,8|16,0
HORIZONTE->Saturación con bases, % (S/T): 99|100|
