--------------------------------------------------------------------------------------------------------------------------------------------------------------
ID..........................: 10
CLASIFICACION...............: FALTA!
SERIE.......................: FALTA!
UBICACION...................: FALTA!
PROVINCIA...................: CORDOBA
LATITUD.....................: FALTA!
LONGITUD....................: FALTA!
ALTITUD.....................: FALTA!
PENDIENTE...................: FALTA!
DRENAJE.....................: FALTA!
ESCURRIMIENTO...............: FALTA!
PERMEABILIDAD...............: FALTA!
TIPO DE SUELO...............: FALTA!
COLOR ......................: FALTA!
HORIZONTE->NOMBRE(S)........: ape   | bt1   | bt2   | bc    | ck
HORIZONTE->Profundidad muestra: 0     | 25    | 55    | 80    | 125
HORIZONTE->Mat. orgánica: 1.26  | 0.62  | 0.31  | 0.17  | ---
HORIZONTE->C orgánico: 0.73  | 0.36  | 0.18  | 0.10  | ---
HORIZONTE->N total: 0.072 | 0.054 | 0.033 | ---   | ---
HORIZONTE->Relación C/N: 10    | 7     | 5     | ---   | ---
HORIZONTE->Arcilla < 2µ: 12.2  | 42.9  | 22.9  | 21.7  | 10.0
HORIZONTE->Limo 2-50µ: 74.3  | 48.5  | 63.5  | 62.1  | 71.3
HORIZONTE->TOTAL: 100.0 | 100.0 | 100.0 | 100.0 | 100.0
HORIZONTE->Limo 2-20µ: ---   | ---   | ---   | ---   | ---
HORIZONTE->Muy fina 50-100µ: 11.4  | 7.7   | 11.7  | 14.4  | 15.3
HORIZONTE->Fina 100-250µ: 2.1   | 0.9   | 1.9   | 1.8   | 3.4
HORIZONTE->Media 250-500µ: 0.0   | 0.0   | 0.0   | 0.0   | 0.0
HORIZONTE->Gruesa 500-1000µ: 0.0   | 0.0   | 0.0   | 0.0   | 0.0
HORIZONTE->Muy gruesa 1-2mm: 0.0   | 0.0   | 0.0   | 0.0   | 0.0
HORIZONTE->Calcáreo, CaCO3: 0.00  | 0.60  | 3.90  | 1.00  | 9.30
HORIZONTE->Equiv.humedad: 20.8  | 58.5  | 38.7  | 28.5  | 23.8
HORIZONTE->Resist.pasta: ---   | ---   | ---   | ---   | ---
HORIZONTE->pH pasta (1:1): 7.8   | 8.6   | 8.5   | 8.1   | 8.0
HORIZONTE->pH agua (1:2,5): 8.3   | 9.0   | 9.2   | 8.7   | 8.6
HORIZONTE->pH 1N ClK (1:2,5): ---   | ---   | ---   | ---   | ---
HORIZONTE->Ca++ intercambio: 4.7   | ---   | ---   | ---   | ---
HORIZONTE->Mg++ intercambio: 1.8   | ---   | ---   | ---   | ---
HORIZONTE->Na+ intercambio: 3.7   | 14.5  | 10.8  | 5.4   | 3.0
HORIZONTE->K+ intercambio: 3.2   | 4.0   | 3.2   | 2.3   | 1.7
HORIZONTE->H+ intercambio: 0.6   | ---   | ---   | ---   | ---
HORIZONTE->(Na+/T): 27.4  | 47.5  | 36.9  | 24.1  | 15.8
HORIZONTE->C.I.C., (T): 13.5  | 30.5  | 29.3  | 22.4  | 19.0
HORIZONTE->Suma bases (S): 13.4  | ---   | ---   | ---   | ---
HORIZONTE->Sat.bases, (S/T): 99    | ---   | ---   | ---   | ---
