--------------------------------------------------------------------------------------------------------------------------------------------------------------
ID..........................: 10
CLASIFICACION...............: FALTA!
SERIE.......................: FALTA!
UBICACION...................: FALTA!
PROVINCIA...................: CORDOBA
LATITUD.....................: FALTA!
LONGITUD....................: FALTA!
ALTITUD.....................: FALTA!
PENDIENTE...................: FALTA!
DRENAJE.....................: FALTA!
ESCURRIMIENTO...............: FALTA!
PERMEABILIDAD...............: FALTA!
TIPO DE SUELO...............: FALTA!
COLOR ......................: FALTA!
HORIZONTE->NOMBRE(S)........: a     | be    | bt1   | bt2    | bc
HORIZONTE->Profundidad muestra: 0-27  | 27-42 | 42-76 | 76-111 | +      de  111
HORIZONTE->Mat. orgánica: 2.57  | 1.53  | 0.91  | 0.29   | ---
HORIZONTE->C orgánico: 1.49  | 0.89  | 0.53  | 0.17   | ---
HORIZONTE->N total: 0.108 | 0.067 | 0.062 | 0.039  | 0.026
HORIZONTE->Relación C/N: 14    | 13    | 9     | 4      | ---
HORIZONTE->Arcilla < 2µ: 30.1  | 34.0  | 63.9  | 38.5   | 34.9
HORIZONTE->Limo 2-50µ: 63.8  | 60.5  | 33.3  | 56.9   | 58.6
HORIZONTE->TOTAL: 100.0 | 100.0 | 100.0 | 100.0  | 100.0
HORIZONTE->Limo 2-20µ: 38.0  | 34.3  | 21.4  | 37.4   | 36.8
HORIZONTE->Muy fina 50-100µ: 3.8   | 3.3   | 1.7   | 2.8    | 3.9
HORIZONTE->Fina 100-250µ: 2.0   | 1.9   | 1.0   | 1.6    | 2.4
HORIZONTE->Media 250-500µ: 0.3   | 0.3   | 0.1   | 0.2    | 0.2
HORIZONTE->Gruesa 500-1000µ: 0.0   | 0.0   | 0.0   | 0.0    | 0.0
HORIZONTE->Muy gruesa 1-2mm: 0.0   | 0.0   | 0.0   | 0.0    | 0.0
HORIZONTE->Calcáreo, CaCO3: ---   | ---   | ---   | ---    | ---
HORIZONTE->Equiv.humedad: ---   | ---   | ---   | ---    | ---
HORIZONTE->Resist.pasta: 3888  | 3767  | 1337  | 1458   | 1580
HORIZONTE->pH pasta (1:1): ---   | ---   | ---   | ---    | ---
HORIZONTE->pH agua (1:2,5): 5.7   | 6.0   | 6.3   | 6.6    | 6.7
HORIZONTE->pH 1N ClK (1:2,5): 5.2   | 5.1   | 5.4   | 5.5    | 5.5
HORIZONTE->Ca++ intercambio: 9.4   | 9.4   | 17.5  | 16.3   | 13.1
HORIZONTE->Mg++ intercambio: 2.1   | 2.4   | 5.5   | 4.8    | 4.1
HORIZONTE->Na+ intercambio: 0.9   | 1.1   | 2.5   | 2.5    | 2.8
HORIZONTE->K+ intercambio: 1.4   | 0.9   | 0.9   | 0.9    | 1.0
HORIZONTE->H+ intercambio: ---   | ---   | ---   | ---    | ---
HORIZONTE->(Na+/T): 5.8   | 7.9   | 9.8   | 11.4   | 11.3
HORIZONTE->C.I.C., (T): 15.4  | 13.9  | 25.5  | 22.0   | 24.8
HORIZONTE->Suma bases (S): 13.8  | 13.8  | 26.4  | 24.5   | 21.0
HORIZONTE->Sat.bases, (S/T): 90    | 99    | 104   | 111    | 85
