--------------------------------------------------------------------------------------------------------------------------------------------------------------
ID..........................: 10
CLASIFICACION...............: FALTA!
SERIE.......................: FALTA!
UBICACION...................: FALTA!
PROVINCIA...................: CORDOBA
LATITUD.....................: FALTA!
LONGITUD....................: FALTA!
ALTITUD.....................: FALTA!
PENDIENTE...................: FALTA!
DRENAJE.....................: FALTA!
ESCURRIMIENTO...............: FALTA!
PERMEABILIDAD...............: FALTA!
TIPO DE SUELO...............: FALTA!
COLOR ......................: FALTA!
HORIZONTE->NOMBRE(S)........: e     | bt    | 2bck  | 2bck  | 3ck1  | 3ck2
HORIZONTE->Profundidad muestra: 0     | 28    | 45    | 65    | 95    | 140
HORIZONTE->Mat. orgánica: 2.47  | 0.86  | 0.41  | 0.24  | 0.19  | 0.19
HORIZONTE->C orgánico: 1.43  | 0.50  | 0.24  | 0.14  | 0.11  | 0.11
HORIZONTE->N total: 0.161 | 0.073 | 0.034 | 0.025 | ---   | ---
HORIZONTE->Relación C/N: 9     | 7     | 7     | 6     | ---   | ---
HORIZONTE->Arcilla < 2µ: 14.8  | 17.3  | 7.6   | 8.1   | 9.2   | 7.6
HORIZONTE->Limo 2-50µ: 69.3  | 70.5  | 79.1  | 73.4  | 68.2  | 74.6
HORIZONTE->TOTAL: 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0
HORIZONTE->Limo 2-20µ: -     | -     | -     | -     | -     |
HORIZONTE->Muy fina 50-100µ: 14.1  | 11.1  | 11.9  | 17.1  | 20.0  | 15.9
HORIZONTE->Fina 100-250µ: 1.8   | 1.1   | 1.4   | 1.4   | 2.6   | 1.9
HORIZONTE->Media 250-500µ: 0.0   | 0.0   | 0.0   | 0.0   | 0.0   | 0.0
HORIZONTE->Gruesa 500-1000µ: 0.0   | 0.0   | 0.0   | 0.0   | 0.0   | 0.0
HORIZONTE->Muy gruesa 1-2mm: 0.0   | 0.0   | 0.0   | 0.0   | 0.0   | 0.0
HORIZONTE->Calcáreo, CaCO3: 0.0   | 2.5   | 11.8  | 1.1   | 0.2   | 3.4
HORIZONTE->Equiv.humedad: 28.0  | 57.0  | 38.8  | 35.5  | 28.2  | 25.6
HORIZONTE->Resist.pasta: ---   | ---   | ---   | ---   | ---   | ---
HORIZONTE->pH pasta (1:1): 6.1   | 8.9   | 9.1   | 8.9   | 8.7   | 8.8
HORIZONTE->pH agua (1:2,5): 6.3   | 9.2   | 9.4   | 9.2   | 9.0   | 9.2
HORIZONTE->pH 1N ClK (1:2,5): ---   | ---   | ---   | ---   | ---   | ---
HORIZONTE->Ca++ intercambio: 5.9   | ---   | ---   | ---   | ---   | ---
HORIZONTE->Mg++ intercambio: 2.2   | ---   | ---   | ---   | ---   | ---
HORIZONTE->Na+ intercambio: 3.4   | 13.4  | 11.4  | 10.3  | 8.0   | 4.1
HORIZONTE->K+ intercambio: 2.0   | 4.5   | 4.2   | 3.7   | 3.3   | 2.9
HORIZONTE->H+ intercambio: 6.3   | ---   | ---   | ---   | ---   | ---
HORIZONTE->(Na+/T): 22.5  | 45.6  | 41.9  | 45.2  | 44.2  | 26.5
HORIZONTE->C.I.C., (T): 15.1  | 29.4  | 27.2  | 22.8  | 18.1  | 15.5
HORIZONTE->Suma bases (S): 13.5  | ---   | ---   | ---   | ---   | ---
HORIZONTE->Sat.bases, (S/T): 89    | ---   | ---   | ---   | ---   | ---
