n_de_registro|21366|21367|21368|21369
Horizonte|A11|II|III|IV
Profundidad 				(cm)|5-15|20-28|38-50|140-155
Mat. 				orgÃ¡nica (%)|29.19|2.03|0.38|-
C 				(%)|16.97|1.18|0.22|-
N 				(%)|1.24|0.119|-|-
C/N|14|10|-|-
T 				                             <2 Âµ|-|33.7|19.4|9.6
E 				                          2-20 Âµ|-|34.7|13.3|9.0
X 				                          2-50 Âµ|-|52.7|40.4|35.6
T 				                         50-74 Âµ|-|10.4|28.2|36.5
U 				                       74-100 Âµ|-|2.9|11.2|17.6
R 				                     100-250 Âµ|-|0.2|0.5|0.3
A 				                     250-500 Âµ|-|0.1|0.3|0.4
Gravilla 				(> 2  Tosca Ca %|-|-|-|-
CO3Ca 				(%) V|-|-|-|-
Equivalente 				de humedad  (%)|18.4|31.7|17.8|9.9
Resistencia 				de la pasta (Ohms/cm)|1593|2679|4489|1448
pH 				en pasta|4.4|4.5|5.0|5.8
pH 				en agua (1:2,5)|4.5|4.6|5.2|5.9
pH 				en 1 N KCl (1:2,5)|3.9|3.7|4.1|5.0
Conductividad 				(mmhos/cm)|-|-|-|-
Mg++|3.0|2.4|1.2|1.3
Na+|1.3|0.8|0.3|0.4
K+|1.3|0.4|0.2|0.2
% 				Na+ 				en cambio de v. T|1.8|3.6|5.0|6.0
% 				de agua de saturaciÃ³n|14.3|48|32|27
Valor 				S (m.e./100 g)|22.3|13.1|5.5|5.8
H 				de cambio (m.e./100 g)|53.7|12.8|3.0|2.0
Valor 				T (m.e./100) NH4++ 				 o 				Na+|71.4|22.5|6.0|6.6
% 				de saturaciÃ³n de T|31|53|92|88
% 				de saturaciÃ³n de S + H|29|51|65|74
FÃ³sforo 				asimilable (ppm)|-|-|-|-
Factor 				de humedad|1.11|1.03|1.01|1.01
