n_de_registro|30559|30560|30561|30562|30563
Horizonte|I|II|III|IV|V
Profundidad 				(cm)|1-16|20-27|31-39|41-51|55-80
Mat. 				orgÃ¡nica (%)|2.68|1.82|1.77|1.79|1.27
C 				(%)|1.56|1.06|1.03|1.04|0.74
N 				(%)|0.130|0.117|0.139|0.091|0.066
C/N|12|9|7|11|11
T 				                          <2 Âµ|26.5|35.6|40.5|44.0|36.0
E 				                       2-20 Âµ|25.9|41.8|48.3|43.5|47.1
X 				                       2-50 Âµ|50.2|54.8|56.3|51.5|62.0
T 				                     50-74 Âµ|14.6|6.0|0.9|0.9|1.2
U 				                   74-100 Âµ|6.8|2.5|0.5|0.5|0.3
R 				                 100-250 Âµ|1.9|1.1|1.1|1.2|0.5
A 				                 250-500 Âµ|-|-|0.1|0.9|-
500-1000 Âµ|-|-|0.6|1.0|-
1000-2000 Âµ|-|-|-|-|-
|||||
Gravilla 				(> 7) Tosca  Ca %|-|-|-|-|-
CaCO3 				 (%) V|-|-|-|-|-
Equiv. 				de humedad (%)|27.0|31.5|36.6|38.7|31.8
Resistencia 				de la pasta (Ohms/cm)|3085|2991|2711|2617|2804
pH 				en pasta|4.5|4.6|4.7|4.7|4.7
pH 				en agua (1 . 2,5)|5.1|5.2|5.4|5.4|5.4
pH 				en l N KCl (1 : 2,5)|3.5|3.5|3.6|3.7|3.6
Conductividad 				(mmhos/cm)|-|-|-|-|-
Mg++|3.8|5.5|6.7|6.8|5.9
Na+|0.7|1.0|1.2|1.4|1.3
K+|0.3|0.3|0.5|0.5|0.4
% 				Na+ 				en cambio de v. T|3.9|4.0|4.2|4.4|5.6
% 				de agua de saturaciÃ³n|55|60|66|66|61
Valor 				S (m.e./100 g)|12.4|17.7|20.3|21.9|17.9
H 				de cambio (m.e./100 g)|11.3|11.2|12.1|12.8|9.3
Valor 				T (m.e./100) NH4++ 				 o 				Na+|17.6|25.0|28.2|31.7|22.9
% 				de saturaciÃ³n de T|70|71|72|69|78
% 				de saturaciÃ³n de S + H|52|61|63|63|66
FÃ³sforo 				asimilable (ppm)|9.5|3.5|1.6|1.5|1.3
Factor 				de humedad|1.05|1.06|1.04|1.05|1.03
