valor_t|||3839|4010|3614|3947|4399|4211
||||||||
|d|Ca++|30.62|30.80|29.75|35.82|ND|ND
C|e|||||||
a||Mg++|1.40|1.98|2.36|2.79|ND|ND
t|c|||||||
i|a|K+|0.87|0.80|0.76|0.36|0.46|0.46
o|m|||||||
n|b|Na+|0.50|0.42|0.43|0.50|1.50|2.27
e|i|||||||
s|o|H+|-|-|-|-|-|-
% 			Na/T|||1.30|1.05|1.19|1.27|3.41|5.39
